isotype	lat	long	geo
ECA1261	19.11523611	-155.8191083	Hawaii
ECA1269	19.12068611	-155.8196833	Hawaii
ECA1271	19.12069167	-155.8196556	Hawaii
ECA1276	20.04086389	-155.4437722	Hawaii
ECA1278	20.04086389	-155.4437722	Hawaii
ECA1281	19.72010278	-155.9486167	Hawaii
ECA1283	19.72010278	-155.9486167	Hawaii
ECA1284	20.03859444	-155.4399778	Hawaii
ECA1286	19.12063056	-155.8197528	Hawaii
ECA1287	19.12013889	-155.8196139	Hawaii
ECA1288	19.11528889	-155.8191944	Hawaii
ECA1289	19.11941944	-155.8217833	Hawaii
ECA1293	19.72048889	-155.9477194	Hawaii
ECA1298	20.038475	-155.4383306	Hawaii
ECA1316	44.1076944	-123.6716667	North America
ECA1409	22.129361	-159.654455	Hawaii
ECA1413	22.129316	-159.654434	Hawaii
ECA1493	21.311768	-157.76181	Hawaii
ECA1693	20.827135	-156.27604	Hawaii
ECA1713	21.329164	-157.82277	Hawaii
ECA1717	22.142139	-159.65287	Hawaii
ECA1725	22.135492	-159.64781	Hawaii
ECA1751	22.146558	-159.66137	Hawaii
ECA1757	20.826934	-156.27721	Hawaii
ECA1761	22.149703	-159.6679	Hawaii
ECA1769	22.143803	-159.65537	Hawaii
ECA1793	22.135156	-159.64897	Hawaii
EG4725	41.6288	-8.3476	Europe
ECA1805	20.82693	-156.27724	Hawaii
ECA1807	19.120128	-155.81958	Hawaii
ECA1815	20.826071	-156.27737	Hawaii
ECA1821	20.669708	-156.33743	Hawaii
ECA1825	22.133714	-159.65054	Hawaii
ECA1843	20.729436	-156.31102	Hawaii
ECA1851	22.134589	-159.64946	Hawaii
ECA1853	20.826691	-156.27707	Hawaii
ECA1875	20.826612	-156.2769	Hawaii
ECA1885	22.134589	-159.64946	Hawaii
ECA1887	20.837057	-156.28086	Hawaii
ECA1889	20.837057	-156.28086	Hawaii
ECA189	19.423889	-155.2225	Hawaii
ECA1891	19.120367	-155.81956	Hawaii
ECA1901	20.837038	-156.28091	Hawaii
ECA191	19.424167	-155.221944	Hawaii
ECA1919	20.826518	-156.27704	Hawaii
EG4946	40.72596	-111.82184	North America
ECA1925	22.134164	-159.64984	Hawaii
ECA1937	19.120128	-155.81958	Hawaii
ECA1939	19.120128	-155.81958	Hawaii
ECA1943	19.120128	-155.81958	Hawaii
ECA1969	19.719961	-155.94817	Hawaii
ECA1977	19.120025	-155.81961	Hawaii
ECA1997	19.720117	-155.94871	Hawaii
ECA2041	20.837056	-156.28088	Hawaii
ECA2043	20.670209	-156.33692	Hawaii
ECA2073	19.718619	-155.94865	Hawaii
ECA2081	19.719672	-155.94858	Hawaii
ECA2091	22.146997	-159.66341	Hawaii
ECA2109	22.133228	-159.65126	Hawaii
ECA2111	22.133228	-159.65126	Hawaii
ECA2151	22.135358	-159.64829	Hawaii
ECA2155	22.135492	-159.64781	Hawaii
ECA2159	22.135492	-159.64781	Hawaii
ECA2183	22.135483	-159.64808	Hawaii
ECA2187	22.135483	-159.64808	Hawaii
ECA2191	22.147283	-159.66203	Hawaii
ECA2195	22.149092	-159.66649	Hawaii
ECA2199	22.149092	-159.66649	Hawaii
ECA2251	19.72178889	-155.9473389	Hawaii
ECA2281	22.132297	-159.65173	Hawaii
ECA2291	20.813036	-156.26958	Hawaii
ECA2332	20.826718	-156.27902	Hawaii
ECA2334	22.133356	-159.65109	Hawaii
ECA2336	22.134086	-159.65033	Hawaii
ECA2344	20.82662	-156.27684	Hawaii
ECA2350	20.82662	-156.27684	Hawaii
ECA2360	20.727403	-156.30736	Hawaii
ECA2367	20.72333333	-156.3045271	Hawaii
ECA2377	19.114519	-155.82031	Hawaii
ECA2417	19.719706	-155.94864	Hawaii
ECA243	44.85	0.48	Europe
ECA2437	19.719953	-155.94858	Hawaii
ECA2443	19.720022	-155.9484	Hawaii
ECA2452	19.119975	-155.81961	Hawaii
ECA246	34.189	-118.131	North America
ECA2467	19.114675	-155.82014	Hawaii
ECA2473	19.721806	-155.94736	Hawaii
ECA2475	20.041372	-155.44355	Hawaii
ECA248	37.44	-122.14	North America
ECA2481	19.120458	-155.81953	Hawaii
ECA2482	19.721806	-155.94736	Hawaii
ECA2489	19.721789	-155.94734	Hawaii
ECA250	34.096	-117.719	North America
ECA251	34.1	-118.1	North America
ECA2522	34.0651806	-118.4414881	North America
ECA2523	34.0651117	-118.4415998	North America
ECA2527	34.0651806	-118.4414881	North America
ECA2529	34.065216	-118.4414922	North America
ECA2533	34.065186	-118.4416029	North America
ECA2536	34.0651806	-118.4414881	North America
ECA2546	-38.15055556	144.3788889	Oceania
ECA2549	-37.8699364	144.9838814	Oceania
ECA2551	-37.8699364	144.9838814	Oceania
ECA2554	-37.8700328	144.983856	Oceania
ECA2555	-37.8700328	144.983856	Oceania
ECA2559	-37.87	144.9836111	Oceania
ECA2560	-37.82444444	145.4433333	Oceania
ECA2561	-37.8269983	144.9798563	Oceania
ECA2565	-37.82472222	145.4427778	Oceania
ECA2568	-37.8223452	144.9736522	Oceania
ECA2581	-37.8253099	144.9768299	Oceania
ECA2583	-38.15	144.3788889	Oceania
ECA2584	-38.15	144.3788889	Oceania
ECA259	NA	NA	unknown
ECA2594	-37.83305556	144.9797222	Oceania
ECA2595	-37.83277778	144.9797222	Oceania
ECA2601	-37.8223566	144.9736758	Oceania
ECA2602	-37.82222222	144.9736111	Oceania
ECA2603	-37.82222222	144.9736111	Oceania
ECA2607	-37.825658	144.9770918	Oceania
ECA2609	-38.15	144.3791667	Oceania
ECA2612	-37.8274278	144.980163	Oceania
ECA2615	-37.82444444	145.4433333	Oceania
ECA2641	-26.87296944	151.5799778	Oceania
ECA2648	-37.8701549	144.9824148	Oceania
ECA2656	-37.825658	144.9770918	Oceania
ECA2659	-37.8274278	144.980163	Oceania
ECA2660	-37.8274278	144.980163	Oceania
ECA2672	-37.8701549	144.9824148	Oceania
ECA2676	-37.8223452	144.9736522	Oceania
ECA2861	20.0403085	-155.4424281	Hawaii
ECA2862	20.0398375	-155.4414636	Hawaii
ECA2872	20.0398784	-155.4415633	Hawaii
ECA2882	19.442681	-155.3016294	Hawaii
ECA2885	20.0399357	-155.4409035	Hawaii
ECA2888	20.0399357	-155.4409035	Hawaii
ECA2897	19.4422725	-155.3016723	Hawaii
ECA2929	22.1326107	-159.6516852	Hawaii
ECA2941	22.133915	-159.6504496	Hawaii
ECA2942	22.1329535	-159.6459715	Hawaii
ECA2944	22.1313576	-159.6459345	Hawaii
ECA2945	22.1330097	-159.6515086	Hawaii
ECA2946	22.1330097	-159.6515086	Hawaii
ECA2947	22.1324357	-159.646279	Hawaii
ECA2948	22.1332247	-159.6458109	Hawaii
ECA2949	22.1321096	-159.6462247	Hawaii
ECA2950	22.1321096	-159.6462247	Hawaii
ECA2951	22.1329535	-159.6459715	Hawaii
ECA3011	19.4401677	-155.3051194	Hawaii
ECA2952	22.1324265	-159.651638	Hawaii
ECA2956	22.1332207	-159.6512826	Hawaii
ECA2960	22.1337201	-159.6507235	Hawaii
ECA2963	22.1342581	-159.649639	Hawaii
ECA2968	22.1313576	-159.6459345	Hawaii
ECA2970	22.1346145	-159.6494417	Hawaii
ECA2974	22.1342581	-159.649639	Hawaii
ECA2982	22.132495	-159.6516514	Hawaii
ECA2988	22.1324614	-159.6516555	Hawaii
ECA2993	22.1313183	-159.6459137	Hawaii
ECA3005	22.1312732	-159.6459512	Hawaii
ECA3006	22.1346683	-159.6493468	Hawaii
ECA3012	19.4401677	-155.3051194	Hawaii
ECA3025	19.4386191	-155.3027227	Hawaii
ECA3027	19.7203636	-155.956006	Hawaii
ECA3034	20.0412655	-155.4422675	Hawaii
ECA3035	20.04139164	-155.4426198	Hawaii
ECA3038	19.1191743	-155.8222554	Hawaii
ECA3047	20.0402158	-155.4423307	Hawaii
ECA3049	20.0403298	-155.4425299	Hawaii
EG4349	40.771467	-111.87316	North America
ECA3057	20.0403217	-155.4425418	Hawaii
ECA3072	20.0399256	-155.4409973	Hawaii
ECA3075	20.0403454	-155.4423538	Hawaii
ECA3077	20.0404054	-155.4424572	Hawaii
ECA3088	21.32972497	-157.8220388	Hawaii
ECA3116	20.0406881	-155.4412395	Hawaii
ECA3117	20.039438	-155.4402725	Hawaii
ECA3157	19.44149722	-155.3047972	Hawaii
ECA3205	20.04032778	-155.4424222	Hawaii
ECA3222	19.44003611	-155.3052111	Hawaii
ECA3256	19.44003611	-155.3052111	Hawaii
ECA347	19.438889	-155.303611	Hawaii
ECA348	37.775334	-122.253889	North America
ECA349	32.765758	-117.236741	North America
ECA3493	20.827027	-156.277115	Hawaii
ECA3494	20.82625797	-156.277607	Hawaii
ECA3496	20.727502	-156.30734	Hawaii
ECA3497	20.727502	-156.30734	Hawaii
ECA3516	20.04033797	-155.442069	Hawaii
ECA3518	19.11182497	-155.823315	Hawaii
ECA3524	19.44020797	-155.305039	Hawaii
ECA3535	19.12015297	-155.81949	Hawaii
ECA3538	19.12078597	-155.81975	Hawaii
ECA36	-36.893333	174.745529	Oceania
ECA3601	19.44275278	-155.303625	Hawaii
ECA3605	19.72033333	-155.9481722	Hawaii
ECA3606	20.04153056	-155.4427	Hawaii
ECA363	20.723611	-156.304444	Hawaii
ECA3634	20.040469	-155.442103	Hawaii
ECA3645	20.04107497	-155.444145	Hawaii
ECA3654	19.44275997	-155.303226	Hawaii
ECA3656	19.44275997	-155.303226	Hawaii
ECA3668	20.04164497	-155.442873	Hawaii
ECA3671	19.44280797	-155.302694	Hawaii
ECA3672	19.44280797	-155.302694	Hawaii
ECA3673	19.44280797	-155.302694	Hawaii
ECA3678	19.439133	-155.303823	Hawaii
ECA3688	20.03997897	-155.441488	Hawaii
ECA369	21.175556	-157.006389	Hawaii
ECA3698	-33.43608889	-70.64094167	South America
ECA3699	-33.43608889	-70.64094167	South America
ECA372	22.121667	-159.664444	Hawaii
ECA396	19.449831	-155.235493	Hawaii
ECA592	34.417128	-119.640915	North America
ECA593	34.418632	-119.642159	North America
ECA594	34.417532	-119.640673	North America
ECA640	34.065378	-118.441156	North America
ECA701	22.123283	-159.656428	Hawaii
ECA703	20.038831	-155.438922	Hawaii
ECA705	20.038831	-155.438922	Hawaii
ECA706	20.038831	-155.438922	Hawaii
ECA710	20.039656	-155.438103	Hawaii
ECA712	19.423864	-155.222478	Hawaii
ECA722	19.423975	-155.222625	Hawaii
ECA723	19.424272	-155.221661	Hawaii
ECA724	19.439144	-155.303825	Hawaii
ECA730	19.423869	-155.222483	Hawaii
ECA732	19.115403	-155.81845	Hawaii
ECA733	19.115886	-155.818386	Hawaii
ECA738	21.13927631	-156.9740559	Hawaii
ECA740	20.670022	-156.339189	Hawaii
ECA741	20.6762	-156.338322	Hawaii
ECA742	20.80569	-156.2781	Hawaii
ECA743	20.741871	-156.32317	Hawaii
ECA744	19.719231	-155.949572	Hawaii
ECA745	19.700464	-155.955839	Hawaii
ECA746	19.115292	-155.819336	Hawaii
ECA760	20.039869	-155.441619	Hawaii
ECA768	20.039914	-155.441556	Hawaii
ECA777	20.039908	-155.441503	Hawaii
ECA778	20.039908	-155.441503	Hawaii
ECA807	20.039869	-155.441531	Hawaii
ECA812	20.039917	-155.441542	Hawaii
ECA923	21.290067	-157.707918	Hawaii
ECA928	21.290067	-157.707918	Hawaii
ECA930	31.778363	35.197931	Asia
ED3005	55.94	-3.36	Europe
ED3011	55.92	-3.19	Europe
ED3012	55.92	-3.19	Europe
ED3017	55.92	-3.19	Europe
ED3040	-26.166667	28.016667	Africa
ED3046	-33.366667	19.316667	Africa
ED3048	-33.366667	19.316667	Africa
ED3049	-33.366667	19.316667	Africa
ED3052	-33.366667	19.316667	Africa
ED3073	-1.083333	36.65	Africa
ED3077	-1.316667	36.8	Africa
EG4347	44.04789	-123.07108	North America
GXW1	30.542889	114.419828	Asia
HPT48	-7.934239	112.953553	Asia
JR4305	34.400556	-119.731111	North America
JT11398	47.763944	-122.275484	North America
JU1088	34.7613	138.0149	Asia
JU1172	-36.87	-73.04	South America
JU1200	55.577	-4.6	Europe
JU1212	48.71	-3.81	Europe
JU1213	48.71	-3.81	Europe
JU1242	49.1269	1.9595	Europe
JU1246	49.12618	1.96152	Europe
JU1249	49.126	1.951	Europe
JU1256	49.12618	1.96152	Europe
JU1395	47.2199	0.04619	Europe
JU1400	37.3845	-5.988	Europe
JU1409	37.468	-5.637	Europe
JU1440	41.41307	2.15231	Europe
JU1491	46.63	1.06	Europe
JU1530	48.7015	2.1725	Europe
JU1543	48.7015	2.1725	Europe
JU1568	48.8092	2.3862	Europe
JU1581	48.7015	2.1725	Europe
JU1586	46.63	1.06	Europe
JU1652	-34.86	-56.19	South America
JU1666	48.7049	-3.7941	Europe
JU1792	46.63278	1.064289	Europe
JU1793	49.12604	1.95114	Europe
JU1808	48.81257	2.395372	Europe
JU1896	37.999722	23.749673	Europe
JU1934	49.12604	1.95114	Europe
JU2001	-21.1	55.5	Indian Ocean
JU2007	50.7608	-1.32413	Europe
JU2016	37.757593	-122.463177	North America
JU2017	37.757593	-122.463177	North America
JU2106	43.06	0.24	Europe
JU2131	48.0497	-4.705	Europe
JU2141	46.6293	1.0512	Europe
JU2234	47.227	-1.583	Europe
JU2250	48.285278	-1.891389	Europe
JU2257	46.6	1.1	Europe
JU2316	38.7175	-9.1486	Europe
JU2464	-13.155	-72.525	South America
JU2466	-13.257	-72.266	South America
JU2478	50.85	4.351	Europe
JU2513	38.26016	22.0736	Europe
JU2519	38.7175	-9.1486	Europe
JU2522	38.7175	-9.1486	Europe
JU2526	38.7175	-9.1486	Europe
JU2534	49.357921	0.097087	Europe
JU2565	44.958394	1.066213	Europe
JU2566	48.83886	2.44599	Europe
JU2570	46.2657	-0.2685	Europe
JU2572	48.81257	2.395372	Europe
JU2575	49.0857	3.0707	Europe
JU2576	49.0861	3.072	Europe
JU2578	48.87613	2.4315	Europe
JU258	32.73	-16.89	Atlantic
JU2581	46.6	1.1	Europe
JU2586	48.897	2.159	Europe
JU2587	45.026713	3.872016	Europe
JU2592	48.628558	-2.403836	Europe
JU2593	48.822556	2.222334	Europe
JU2600	49.1242	1.9496	Europe
JU2610	49.1075	1.7915	Europe
JU2619	32.998352	-117.275428	North America
JU2771	47.410058	0.991728	Europe
JU2800	48.79	2.331	Europe
JU2811	-33.8632	151.219453	Oceania
JU2825	48.8092	2.3862	Europe
JU2829	46.632	1.064	Europe
JU2838	20.205961	-97.98832	North America
JU2841	-40	176	Oceania
JU2853	41.19	-7.545	Europe
JU2862	52.1944	0.1264	Europe
JU2866	34.0751	-118.4409	North America
JU2878	19.29732	-99.098769	North America
JU2879	19.29732	-99.098769	North America
JU2906	43.8023	11.2806	Europe
JU2907	43.8021	11.2906	Europe
JU310	46.63	1.06	Europe
JU311	44.42	4.4	Europe
JU3125	38.1127	13.3722	Europe
JU3127	38.11196	13.37274	Europe
JU3128	37.076	15.2763	Europe
JU3132	48.7015	2.1725	Europe
JU3134	48.7015	2.1725	Europe
JU3135	48.7015	2.1725	Europe
JU3137	48.7015	2.1725	Europe
JU3140	48.71	-3.81	Europe
JU3141	48.71	-3.81	Europe
JU3144	6.18	10.52	Africa
JU3166	0.28417	6.59837	Africa
JU3167	0.289	6.612	Africa
JU3169	0.289	6.612	Africa
JU3224	-41.296186	174.784857	Oceania
JU3225	-41.296186	174.784857	Oceania
JU3226	-41.29085	174.76872	Oceania
JU3228	-39.02256	175.71458	Oceania
JU323	44.42	4.4	Europe
JU3280	50.07182	14.42333	Europe
JU3282	50.0711	14.42028	Europe
JU3291	48.7679	2.70719	Europe
JU3318	23.10675	102.74492	Asia
JU346	44.42	4.4	Europe
JU360	48.98	2.23	Europe
JU367	48.98	2.23	Europe
JU3795	49.1269	1.9595	Europe
JU393	49.28	-0.32	Europe
JU394	49.28	-0.32	Europe
JU397	49.28	-0.32	Europe
JU4047	22.33305	103.87154	Asia
JU406	49.28	-0.32	Europe
JU4073	22.3346	103.8454	Asia
JU4082	12.10578	108.5654	Asia
JU4098	11.98	108.406	Asia
JU4161	49.121	1.951	Europe
JU4286	44.88	4.81	Europe
JU4287	NA	NA	unknown
JU4370	49.121	1.951	Europe
JU4377	49.125	1.9616	Europe
JU4381	41.937489	-8.838198	Europe
JU4382	42.170333	-8.29677	Europe
JU4383	42.215008	-8.730556	Europe
JU4384	41.937402	-8.838335	Europe
JU4385	41.937402	-8.838335	Europe
JU440	48.715	1.56	Europe
JU4400	-38.9379	-72.1509	South America
JU4401	43.254	5.4295	Europe
JU561	48.71	-3.81	Europe
JU642	48.84	2.5	Europe
JU751	48.84	2.5	Europe
JU774	38.683	-9.34	Europe
JU775	38.7175	-9.1486	Europe
JU778	38.719	-9.1491	Europe
JU782	38.7191	-9.1503	Europe
JU792	43.06	0.24	Europe
JU830	48.52	9.05	Europe
JU847	48.46	7.461	Europe
KR314	49.28	-123.13	North America
LKC34	-18	46	Indian Ocean
LUA56	32.7758333	-117.06916	North America
LUA57	32.7755556	-117.07277	North America
LUA59	32.7744	-117.072499	North America
LUA93	32.7752934	-117.0724445	North America
MY1	52.54	7.31	Europe
MY10	51.96	7.53	Europe
MY16	51.93	7.57	Europe
MY18	51.96	7.53	Europe
MY2147	54.346355	10.117737	Europe
MY2212	54.346355	10.117737	Europe
MY23	51.96	7.53	Europe
MY2453	51.950777	7.536628	Europe
MY2530	54.346355	10.117737	Europe
MY2535	51.950723	7.599099	Europe
MY2573	51.950723	7.599099	Europe
MY2585	54.346355	10.117737	Europe
MY2693	54.3491	10.11505	Europe
MY2713	54.3491	10.11505	Europe
MY2741	54.3491	10.11505	Europe
MY518	51.964154	7.611719	Europe
MY679	54.346355	10.117737	Europe
MY772	54.346355	10.117737	Europe
MY795	54.346355	10.117737	Europe
MY920	54.346355	10.117737	Europe
N2	51.45	-2.59	Europe
NIC1	43.279	5.3543	Europe
NIC1049	43.593561	1.45032	Europe
NIC1107	43.716278	7.266935	Europe
NIC1119	-13.421743	-71.849508	South America
NIC166	46.72722	6.89775	Europe
NIC1698	38.633606	-0.137348	Europe
NIC1700	38.633606	-0.137348	Europe
NIC1772	38.569	-0.141	Europe
NIC1773	38.569	-0.141	Europe
NIC1775	38.569	-0.141	Europe
NIC1779	28.53339	-16.279711	Atlantic
NIC1780	28.411121	-16.535468	Atlantic
NIC1782	28.411121	-16.535468	Atlantic
NIC1783	28.411121	-16.535468	Atlantic
NIC1785	28.411121	-16.535468	Atlantic
NIC1786	28.411121	-16.535468	Atlantic
NIC1787	28.411121	-16.535468	Atlantic
NIC1788	28.411121	-16.535468	Atlantic
NIC1789	28.411121	-16.535468	Atlantic
NIC1790	28.411121	-16.535468	Atlantic
NIC1791	28.411121	-16.535468	Atlantic
NIC1792	28.411121	-16.535468	Atlantic
NIC1794	28.411121	-16.535468	Atlantic
NIC1796	28.411121	-16.535468	Atlantic
NIC1798	28.411121	-16.535468	Atlantic
NIC1799	28.411121	-16.535468	Atlantic
NIC1801	28.411121	-16.535468	Atlantic
NIC1802	28.411121	-16.535468	Atlantic
NIC1805	28.498323	-16.399275	Atlantic
NIC1806	28.498323	-16.399275	Atlantic
NIC1808	28.498323	-16.399275	Atlantic
NIC1809	28.498323	-16.399275	Atlantic
NIC1810	28.498323	-16.399275	Atlantic
NIC1811	28.498323	-16.399275	Atlantic
NIC1812	28.482217	-16.412193	Atlantic
NIC1832	47.367489	-2.528842	Europe
NIC195	38.545874	-28.37322	Atlantic
NIC199	37.745428	-25.19929	Atlantic
NIC2	43.279	5.3543	Europe
NIC2021	48.84	2.5	Europe
NIC207	43.720505	7.24045	Europe
NIC2076	48.84	2.5	Europe
NIC2088	46.573028	0.630251	Europe
NIC2099	52.640557	-6.55778	Europe
NIC2102	43.95892875	6.914248472	Europe
NIC2115	43.69643	7.268314	Europe
NIC2117	43.69643	7.268314	Europe
NIC2118	43.69837179	7.275923223	Europe
NIC2120	43.697705	7.273744	Europe
NIC2126	43.715806	7.266703	Europe
NIC2127	43.715806	7.266703	Europe
NIC2129	43.68362798	7.334148555	Europe
NIC2131	43.68446157	7.334462311	Europe
NIC231	43.720505	7.24045	Europe
NIC236	39.242006	-9.313417	Europe
NIC242	38.691765	-9.31609	Europe
NIC251	38.66621	-28.151364	Atlantic
NIC252	38.661313	-28.147949	Atlantic
NIC2524	39.476358	-0.386592	Europe
NIC2534	39.476358	-0.386592	Europe
NIC255	43.714834	7.266779	Europe
NIC2553	36.746495	3.076041667	Africa
NIC2555	36.74563667	3.076308333	Africa
NIC2557	36.74670833	3.077725	Africa
NIC2558	36.74670833	3.077725	Africa
NIC2559	36.74690333	3.075572167	Africa
NIC256	38.71829	-9.14875	Europe
NIC2560	36.74636333	3.0774695	Africa
NIC2561	36.74618833	3.0768945	Africa
NIC2562	36.74580333	3.077061167	Africa
NIC2564	36.749775	3.0737945	Africa
NIC2566	36.74807833	3.072716667	Africa
NIC2567	36.74807833	3.072716667	Africa
NIC2568	36.74807833	3.072716667	Africa
NIC2569	36.74807833	3.072716667	Africa
NIC2570	36.74807833	3.072716667	Africa
NIC2573	36.74807833	3.072716667	Africa
NIC2574	36.74807833	3.072716667	Africa
NIC2576	36.748925	3.073352833	Africa
NIC258	38.71829	-9.14875	Europe
NIC259	38.71829	-9.14875	Europe
NIC260	38.71829	-9.14875	Europe
NIC261	38.71829	-9.14875	Europe
NIC262	38.71829	-9.14875	Europe
NIC265	38.71829	-9.14875	Europe
NIC266	38.69237	-9.31592	Europe
NIC267	38.69237	-9.31592	Europe
NIC268	38.69237	-9.31592	Europe
NIC269	38.69237	-9.31592	Europe
NIC271	38.69237	-9.31592	Europe
NIC272	39.769459	-8.756356	Europe
NIC274	39.769459	-8.756356	Europe
NIC275	39.769459	-8.756356	Europe
NIC276	39.769459	-8.756356	Europe
NIC277	43.716441	7.266138	Europe
NIC3	43.3636	5.3215	Europe
NIC501	48.77302	2.2675	Europe
NIC511	40.8625	14.2623855	Europe
NIC513	38.776038	-9.167136	Europe
NIC514	38.776038	-9.167136	Europe
NIC515	38.776775	-9.165884	Europe
NIC522	36.535679	-6.304441	Europe
NIC523	36.535679	-6.29831	Europe
NIC526	36.535679	-6.304441	Europe
NIC527	36.535679	-6.304441	Europe
NIC528	36.535679	-6.29831	Europe
NIC529	37.870754	-4.784967	Europe
OAR137	-38.685015	-62.209856	South America
PB303	NA	NA	unknown
PS2025	34.19	-118.13	North America
PX179	44.035	-123.058	North America
QG2075	33.951	-83.376	North America
QG2811	-35.2542	149.1151	Oceania
QG2813	-34.6342	150.7279	Oceania
QG2818	-28.0474	152.3936	Oceania
QG2823	-34.4511	116.033	Oceania
QG2824	-34.4511	116.033	Oceania
QG2825	-34.4511	116.0328	Oceania
QG4006	-26.87343889	151.5806861	Oceania
QG2827	-31.9547	115.8446	Oceania
QG2828	-31.9547	115.8446	Oceania
QG2832	-27.3311	152.7636	Oceania
QG2835	-27.3308	152.7592	Oceania
QG2836	-27.3308	152.7592	Oceania
QG2837	-27.3308	152.7592	Oceania
QG2838	-27.3311	152.7636	Oceania
QG2841	-28.2446	153.2063	Oceania
QG2843	-28.2402	153.195	Oceania
QG2846	-28.2043	153.1907	Oceania
QG2850	-28.0845	152.5074	Oceania
QG2854	-28.0806	152.5046	Oceania
QG2855	-28.0806	152.5046	Oceania
WN2033	51.975	5.694	Europe
QG2857	-28.0806	152.5044	Oceania
QG2873	-27.369	152.1831	Oceania
QG2874	-27.3686	152.1838	Oceania
QG2875	-27.3672	152.1834	Oceania
QG2877	-27.367	152.183	Oceania
QG2932	-28.0538	152.3952	Oceania
QG4003	-26.8747266	151.5804217	Oceania
QG4004	-26.87343889	151.5806861	Oceania
QG4008	-26.87343889	151.5806861	Oceania
QG4010	-27.92603611	153.1922194	Oceania
QG4012	-27.92603611	153.1922194	Oceania
QG4015	-27.92394722	153.1936333	Oceania
QG4017	-27.92394722	153.1936333	Oceania
QG4018	-27.92394722	153.1936333	Oceania
QG4021	-27.92422778	153.1938167	Oceania
QG4080	-24.4133847	151.0393459	Oceania
QG4103	-21.14488889	148.498225	Oceania
QG4135	-27.9237322	153.1943154	Oceania
QG4138	-27.9245815	153.1934664	Oceania
QG4147	NA	NA	unknown
QG4151	-27.9187042	153.2051319	Oceania
QG4193	-27.92883889	153.2063306	Oceania
QG4226	-27.9200109	153.2052136	Oceania
QG4228	-28.2134562	153.2721083	Oceania
QG536	37.7679	-122.4415	North America
QG556	34.421629	-119.702021	North America
QG557	34.421629	-119.702021	North America
QW947	-33.4213	-70.6106	South America
QX1211	37.7502	-122.4331	North America
QX1212	37.7502	-122.4331	North America
QX1233	37.8804	-122.2838	North America
QX1791	20.6344	-156.3935	Hawaii
QX1792	20.70554	-156.35475	Hawaii
QX1793	20.70559	-156.35678	Hawaii
QX1794	20.70559	-156.35678	Hawaii
RC301	47.99	7.84	Europe
TWN2530	24.086944	121.175722	Asia
TWN2542	24.086944	121.175722	Asia
VJV2	19.327899	-99.177314	North America
WN2001	51.954422	6.303406	Europe
WN2002	51.975285	5.694834	Europe
WN2050	51.975	5.717	Europe
WN2063	51.974975	5.651316	Europe
WN2064	51.974703	5.68639	Europe
WN2066	51.975306	5.694904	Europe
WN2068	51.975306	5.694904	Europe
WN2069	51.975196	5.718727	Europe
WN2082	51.975196	5.718727	Europe
