group	strain	isotype	isotype_ref_strain
94	ECA2081	ECA2081	ECA2081
94	ECA2085	ECA2081	ECA2081
95	ECA1791	ECA2443	ECA2443
95	ECA1913	ECA2443	ECA2443
95	ECA1915	ECA2443	ECA2443
95	ECA1917	ECA2443	ECA2443
95	ECA2443	ECA2443	ECA2443
95	ECA2445	ECA2443	ECA2443
96	ECA1793	ECA1793	ECA1793
96	ECA2121	ECA1793	ECA1793
97	ECA1799	ECA1805	ECA1805
97	ECA1801	ECA1805	ECA1805
97	ECA1803	ECA1805	ECA1805
97	ECA1805	ECA1805	ECA1805
98	ECA1807	ECA1807	ECA1807
99	ECA1809	ECA1815	ECA1815
99	ECA1811	ECA1815	ECA1815
99	ECA1813	ECA1815	ECA1815
99	ECA1815	ECA1815	ECA1815
99	ECA1817	ECA1815	ECA1815
99	ECA1819	ECA1815	ECA1815
100	ECA1821	ECA1821	ECA1821
100	ECA1823	ECA1821	ECA1821
101	ECA1825	ECA1825	ECA1825
101	ECA1831	ECA1825	ECA1825
101	ECA2931	ECA1825	ECA1825
101	ECA2965	ECA1825	ECA1825
101	ECA2980	ECA1825	ECA1825
101	ECA2983	ECA1825	ECA1825
101	ECA2985	ECA1825	ECA1825
101	ECA2989	ECA1825	ECA1825
101	ECA2990	ECA1825	ECA1825
101	ECA2997	ECA1825	ECA1825
101	ECA2998	ECA1825	ECA1825
101	ECA2999	ECA1825	ECA1825
101	ECA3000	ECA1825	ECA1825
101	ECA3001	ECA1825	ECA1825
102	ECA1827	ECA2336	ECA2336
102	ECA1829	ECA2336	ECA2336
102	ECA1833	ECA2336	ECA2336
102	ECA1877	ECA2336	ECA2336
102	ECA1907	ECA2336	ECA2336
102	ECA2289	ECA2336	ECA2336
102	ECA2293	ECA2336	ECA2336
102	ECA2319	ECA2336	ECA2336
102	ECA2336	ECA2336	ECA2336
102	ECA2338	ECA2336	ECA2336
102	ECA2934	ECA2336	ECA2336
102	ECA2935	ECA2336	ECA2336
102	ECA2938	ECA2336	ECA2336
102	ECA2940	ECA2336	ECA2336
102	ECA2984	ECA2336	ECA2336
103	ECA1835	ECA1843	ECA1843
103	ECA1837	ECA1843	ECA1843
103	ECA1839	ECA1843	ECA1843
103	ECA1841	ECA1843	ECA1843
103	ECA1843	ECA1843	ECA1843
104	ECA1845	ECA1885	ECA1885
104	ECA1847	ECA1885	ECA1885
104	ECA1849	ECA1885	ECA1885
104	ECA1885	ECA1885	ECA1885
105	ECA1861	ECA1919	ECA1919
105	ECA1863	ECA1919	ECA1919
105	ECA1865	ECA1919	ECA1919
105	ECA1867	ECA1919	ECA1919
105	ECA1869	ECA1919	ECA1919
105	ECA1871	ECA1919	ECA1919
105	ECA1919	ECA1919	ECA1919
105	ECA1921	ECA1919	ECA1919
105	ECA1923	ECA1919	ECA1919
105	ECA1927	ECA1919	ECA1919
105	ECA1929	ECA1919	ECA1919
105	ECA1935	ECA1919	ECA1919
106	ECA1873	ECA1901	ECA1901
106	ECA1901	ECA1901	ECA1901
107	ECA1875	ECA1875	ECA1875
107	ECA1931	ECA1875	ECA1875
107	ECA1933	ECA1875	ECA1875
108	ECA1878	ECA741	ECA741
108	ECA2295	ECA741	ECA741
108	ECA2307	ECA741	ECA741
108	ECA741	ECA741	ECA741
109	ECA1887	ECA1887	ECA1887
109	ECA1897	ECA1887	ECA1887
110	ECA1889	ECA1889	ECA1889
110	ECA1903	ECA1889	ECA1889
111	ECA189	ECA189	ECA189
111	ECA190	ECA189	ECA189
111	ECA192	ECA189	ECA189
111	ECA193	ECA189	ECA189
111	ECA393	ECA189	ECA189
111	ECA394	ECA189	ECA189
111	ECA395	ECA189	ECA189
112	ECA1891	ECA1891	ECA1891
113	ECA1895	ECA2482	ECA2482
113	ECA2253	ECA2482	ECA2482
113	ECA2482	ECA2482	ECA2482
114	ECA1909	ECA2473	ECA2473
114	ECA1911	ECA2473	ECA2473
114	ECA2249	ECA2473	ECA2473
114	ECA2255	ECA2473	ECA2473
114	ECA2401	ECA2473	ECA2473
114	ECA2403	ECA2473	ECA2473
114	ECA2405	ECA2473	ECA2473
114	ECA2473	ECA2473	ECA2473
115	ECA191	ECA191	ECA191
116	ECA1925	ECA1925	ECA1925
117	ECA1937	ECA1937	ECA1937
118	ECA1939	ECA1939	ECA1939
118	ECA1951	ECA1939	ECA1939
118	ECA1953	ECA1939	ECA1939
119	ECA1943	ECA1943	ECA1943
120	ECA1967	ECA1977	ECA1977
120	ECA1971	ECA1977	ECA1977
120	ECA1977	ECA1977	ECA1977
120	ECA1981	ECA1977	ECA1977
120	ECA1985	ECA1977	ECA1977
121	ECA1969	ECA1969	ECA1969
122	ECA1995	ECA1997	ECA1997
122	ECA1997	ECA1997	ECA1997
123	ECA2041	ECA2041	ECA2041
124	ECA2043	ECA2043	ECA2043
125	ECA2065	ECA2073	ECA2073
125	ECA2067	ECA2073	ECA2073
125	ECA2069	ECA2073	ECA2073
125	ECA2071	ECA2073	ECA2073
125	ECA2073	ECA2073	ECA2073
125	ECA2075	ECA2073	ECA2073
126	ECA2095	ECA2195	ECA2195
126	ECA2097	ECA2195	ECA2195
126	ECA2195	ECA2195	ECA2195
126	ECA2203	ECA2195	ECA2195
126	ECA2207	ECA2195	ECA2195
127	ECA2109	ECA2109	ECA2109
127	ECA2930	ECA2109	ECA2109
127	ECA2981	ECA2109	ECA2109
127	ECA3003	ECA2109	ECA2109
128	ECA2125	ECA2281	ECA2281
128	ECA2281	ECA2281	ECA2281
128	ECA2283	ECA2281	ECA2281
128	ECA2285	ECA2281	ECA2281
128	ECA2287	ECA2281	ECA2281
129	ECA2135	ECA2187	ECA2187
129	ECA2139	ECA2187	ECA2187
129	ECA2179	ECA2187	ECA2187
129	ECA2187	ECA2187	ECA2187
130	ECA2155	ECA2155	ECA2155
131	ECA2183	ECA2183	ECA2183
132	ECA2191	ECA2191	ECA2191
133	ECA2199	ECA2199	ECA2199
134	ECA2247	ECA2489	ECA2489
134	ECA2489	ECA2489	ECA2489
135	ECA2251	ECA2251	ECA2251
136	ECA2291	ECA2291	ECA2291
137	ECA2326	ECA2332	ECA2332
137	ECA2328	ECA2332	ECA2332
137	ECA2330	ECA2332	ECA2332
137	ECA2332	ECA2332	ECA2332
138	ECA2334	ECA2334	ECA2334
138	ECA2340	ECA2334	ECA2334
139	ECA2342	ECA2344	ECA2344
139	ECA2344	ECA2344	ECA2344
140	ECA2348	ECA2350	ECA2350
140	ECA2350	ECA2350	ECA2350
140	ECA2352	ECA2350	ECA2350
141	ECA2354	ECA2360	ECA2360
141	ECA2356	ECA2360	ECA2360
141	ECA2358	ECA2360	ECA2360
141	ECA2360	ECA2360	ECA2360
141	ECA2362	ECA2360	ECA2360
141	ECA2986	ECA2360	ECA2360
141	ECA3004	ECA2360	ECA2360
142	ECA2365	ECA363	ECA363
142	ECA363	ECA363	ECA363
143	ECA2367	ECA2367	ECA2367
144	ECA2413	ECA2417	ECA2417
144	ECA2415	ECA2417	ECA2417
144	ECA2417	ECA2417	ECA2417
144	ECA2419	ECA2417	ECA2417
144	ECA2421	ECA2417	ECA2417
144	ECA2423	ECA2417	ECA2417
145	ECA243	CB4851	ECA243
146	ECA2437	ECA2437	ECA2437
147	ECA245	CB4853	ECA246
147	ECA246	CB4853	ECA246
148	ECA2452	ECA2452	ECA2452
149	ECA2467	ECA2467	ECA2467
150	ECA2475	ECA2475	ECA2475
150	ECA2477	ECA2475	ECA2475
150	ECA2479	ECA2475	ECA2475
150	ECA2485	ECA2475	ECA2475
150	ECA2487	ECA2475	ECA2475
150	ECA3646	ECA2475	ECA2475
151	ECA248	CB4855	ECA248
152	ECA2481	ECA2481	ECA2481
153	ECA249	CB4857	ECA250
153	ECA250	CB4857	ECA250
154	ECA2521	ECA2533	ECA2533
154	ECA2525	ECA2533	ECA2533
154	ECA2532	ECA2533	ECA2533
154	ECA2533	ECA2533	ECA2533
154	ECA2534	ECA2533	ECA2533
154	ECA2537	ECA2533	ECA2533
155	ECA2522	ECA2522	ECA2522
156	ECA2523	ECA2523	ECA2523
156	ECA2524	ECA2523	ECA2523
157	ECA2526	ECA2536	ECA2536
157	ECA2535	ECA2536	ECA2536
157	ECA2536	ECA2536	ECA2536
158	ECA2527	ECA2527	ECA2527
158	ECA2528	ECA2527	ECA2527
159	ECA2529	ECA2529	ECA2529
160	ECA253	N2	N2
160	N2	N2	N2
161	ECA2546	ECA2546	ECA2546
161	ECA2547	ECA2546	ECA2546
161	ECA2582	ECA2546	ECA2546
162	ECA2548	ECA2672	ECA2672
162	ECA2552	ECA2672	ECA2672
162	ECA2585	ECA2672	ECA2672
162	ECA2608	ECA2672	ECA2672
162	ECA2657	ECA2672	ECA2672
162	ECA2672	ECA2672	ECA2672
163	ECA2549	ECA2549	ECA2549
164	ECA2550	ECA2551	ECA2551
164	ECA2551	ECA2551	ECA2551
164	ECA2553	ECA2551	ECA2551
164	ECA2643	ECA2551	ECA2551
164	ECA2649	ECA2551	ECA2551
164	ECA2673	ECA2551	ECA2551
164	ECA2674	ECA2551	ECA2551
165	ECA2554	ECA2554	ECA2554
166	ECA2555	ECA2555	ECA2555
167	ECA2556	ECA2559	ECA2559
167	ECA2557	ECA2559	ECA2559
167	ECA2559	ECA2559	ECA2559
168	ECA2558	ECA2609	ECA2609
168	ECA2609	ECA2609	ECA2609
168	ECA2610	ECA2609	ECA2609
168	ECA2675	ECA2609	ECA2609
169	ECA2560	ECA2560	ECA2560
170	ECA2561	ECA2561	ECA2561
170	ECA2570	ECA2561	ECA2561
170	ECA2579	ECA2561	ECA2561
170	ECA2580	ECA2561	ECA2561
170	ECA2651	ECA2561	ECA2561
171	ECA2562	ECA2565	ECA2565
171	ECA2563	ECA2565	ECA2565
171	ECA2564	ECA2565	ECA2565
171	ECA2565	ECA2565	ECA2565
171	ECA2566	ECA2565	ECA2565
171	ECA2567	ECA2565	ECA2565
172	ECA2568	ECA2568	ECA2568
173	ECA2569	ECA2603	ECA2603
173	ECA2574	ECA2603	ECA2603
173	ECA2575	ECA2603	ECA2603
173	ECA2577	ECA2603	ECA2603
173	ECA2578	ECA2603	ECA2603
173	ECA2598	ECA2603	ECA2603
173	ECA2603	ECA2603	ECA2603
173	ECA2650	ECA2603	ECA2603
174	ECA2571	ECA2581	ECA2581
174	ECA2572	ECA2581	ECA2581
174	ECA2573	ECA2581	ECA2581
174	ECA2581	ECA2581	ECA2581
175	ECA2576	ECA2676	ECA2676
175	ECA2676	ECA2676	ECA2676
176	ECA2583	ECA2583	ECA2583
177	ECA2584	ECA2584	ECA2584
177	ECA2586	ECA2584	ECA2584
177	ECA2596	ECA2584	ECA2584
177	ECA2597	ECA2584	ECA2584
178	ECA2589	ECA2594	ECA2594
178	ECA2591	ECA2594	ECA2594
178	ECA2592	ECA2594	ECA2594
178	ECA2594	ECA2594	ECA2594
178	ECA2606	ECA2594	ECA2594
178	ECA2652	ECA2594	ECA2594
179	ECA259	PB306	ECA259
180	ECA2590	ECA2595	ECA2595
180	ECA2593	ECA2595	ECA2595
180	ECA2595	ECA2595	ECA2595
180	ECA2605	ECA2595	ECA2595
180	ECA2653	ECA2595	ECA2595
181	ECA2599	ECA2601	ECA2601
181	ECA2600	ECA2601	ECA2601
181	ECA2601	ECA2601	ECA2601
182	ECA2602	ECA2602	ECA2602
182	ECA2654	ECA2602	ECA2602
183	ECA2607	ECA2607	ECA2607
184	ECA2611	ECA2660	ECA2660
184	ECA2660	ECA2660	ECA2660
185	ECA2612	ECA2612	ECA2612
185	ECA2658	ECA2612	ECA2612
186	ECA2615	ECA2615	ECA2615
187	ECA2641	ECA2641	ECA2641
187	ECA2642	ECA2641	ECA2641
187	ECA2644	ECA2641	ECA2641
188	ECA2648	ECA2648	ECA2648
189	ECA2656	ECA2656	ECA2656
190	ECA2659	ECA2659	ECA2659
191	ECA2861	ECA2861	ECA2861
191	ECA2874	ECA2861	ECA2861
191	ECA2913	ECA2861	ECA2861
191	ECA2914	ECA2861	ECA2861
191	ECA2919	ECA2861	ECA2861
191	ECA3042	ECA2861	ECA2861
192	ECA2862	ECA2862	ECA2862
193	ECA2871	ECA2872	ECA2872
193	ECA2872	ECA2872	ECA2872
194	ECA2881	ECA2882	ECA2882
194	ECA2882	ECA2882	ECA2882
195	ECA2884	ECA2885	ECA2885
195	ECA2885	ECA2885	ECA2885
195	ECA2886	ECA2885	ECA2885
195	ECA2887	ECA2885	ECA2885
195	ECA2896	ECA2885	ECA2885
195	ECA3050	ECA2885	ECA2885
195	ECA3051	ECA2885	ECA2885
195	ECA3067	ECA2885	ECA2885
195	ECA3550	ECA2885	ECA2885
195	ECA3551	ECA2885	ECA2885
196	ECA2888	ECA2888	ECA2888
197	ECA2895	ECA733	ECA733
197	ECA3532	ECA733	ECA733
197	ECA3607	ECA733	ECA733
197	ECA3608	ECA733	ECA733
197	ECA3609	ECA733	ECA733
197	ECA731	ECA733	ECA733
197	ECA733	ECA733	ECA733
198	ECA2897	ECA2897	ECA2897
198	ECA2915	ECA2897	ECA2897
199	ECA2928	ECA2945	ECA2945
199	ECA2945	ECA2945	ECA2945
200	ECA2929	ECA2929	ECA2929
201	ECA2932	ECA2988	ECA2988
201	ECA2933	ECA2988	ECA2988
201	ECA2987	ECA2988	ECA2988
