strain	Gene set	ws_class_count_inHDR	prop_genes_inHDRs_class	prop_total_ws_genes_inHDRs	gene_set_prop_inHDR	ws_class_count	ws_class_outsideHDRs	prop_genes_OUTSIDEhdrs_class	scaling_factor	gene_set_prop_OUTSIDEHDR	saling_factor_OUTSIDE	scaled_geneSet_props	scaled_geneSet_props_NONHDR	scaled_geneSet_props_HDR
JU258	Accessory	925	0.125135281385281	0.0564305044141786	0.243221253232008	7392	6467	0.874864718614719	4.11148280305136	2.75677874676799	0.362742204528523	0.514491557470577	0.317350356694529	0.514491557470577
JU258	Core	333	0.0221955608878224	0.0564305044141786	0.243221253232008	15003	14670	0.977804439112178	4.11148280305136	2.75677874676799	0.362742204528523	0.0912566668943613	0.354690937841327	0.0912566668943613
JU258	Private	14	0.0958904109589041	0.0564305044141786	0.243221253232008	146	132	0.904109589041096	4.11148280305136	2.75677874676799	0.362742204528523	0.394251775635062	0.327958705464144	0.394251775635062
JU2600	Accessory	535	0.0709172852598091	0.0318946856915669	0.252530811267926	7544	7009	0.929082714740191	3.95991283193969	2.74746918873207	0.363971324628936	0.280826267906645	0.338159466373835	0.280826267906645
JU2600	Core	171	0.01140076005067	0.0318946856915669	0.252530811267926	14999	14828	0.98859923994933	3.95991283193969	2.74746918873207	0.363971324628936	0.0451460160185137	0.359821774891517	0.0451460160185137
JU2600	Private	16	0.170212765957447	0.0318946856915669	0.252530811267926	94	78	0.829787234042553	3.95991283193969	2.74746918873207	0.363971324628936	0.674027716074841	0.302018758734649	0.674027716074841
JU2829	Core	166	0.0110534025835664	0.0312926969015823	0.16514581182449	15018	14852	0.988946597416434	6.0552549831706	2.83485418817551	0.352751829060948	0.0669311710751311	0.348852721082248	0.0669311710751311
JU2829	Accessory	536	0.0707590759075908	0.0312926969015823	0.16514581182449	7575	7039	0.929240924092409	6.0552549831706	2.83485418817551	0.352751829060948	0.428464246993986	0.327791435611883	0.428464246993986
JU2829	Private	8	0.0833333333333333	0.0312926969015823	0.16514581182449	96	88	0.916666666666667	6.0552549831706	2.83485418817551	0.352751829060948	0.504604581930883	0.323355843305869	0.504604581930883
JU2841	Core	172	0.0114521605965777	0.0325799046441815	0.196318568317858	15019	14847	0.988547839403422	5.09376167811547	2.80368143168214	0.356673903354285	0.0583345767784713	0.352589216532464	0.0583345767784713
JU2841	Accessory	557	0.0737552966101695	0.0325799046441815	0.196318568317858	7552	6995	0.926244703389831	5.09376167811547	2.80368143168214	0.356673903354285	0.375691903430921	0.330367313819283	0.375691903430921
JU2841	Private	9	0.111111111111111	0.0325799046441815	0.196318568317858	81	72	0.888888888888889	5.09376167811547	2.80368143168214	0.356673903354285	0.565973519790608	0.317043469648253	0.565973519790608
JU310	Private	3	0.0258620689655172	0.0168118733855786	0.0692117223456543	116	113	0.974137931034483	14.4484195178071	2.93078827765435	0.34120513161065	0.373666022012254	0.332380860965547	0.373666022012254
JU310	Core	103	0.00681397195025139	0.0168118733855786	0.0692117223456543	15116	15013	0.993186028049749	14.4484195178071	2.93078827765435	0.34120513161065	0.0984511253198026	0.338880169414573	0.0984511253198026
JU310	Accessory	278	0.0365356814298857	0.0168118733855786	0.0692117223456543	7609	7331	0.963464318570114	14.4484195178071	2.93078827765435	0.34120513161065	0.527882852667944	0.328738969619881	0.527882852667944
JU311	Accessory	399	0.0530655672296848	0.0217593206846225	0.125531460666116	7519	7120	0.946934432770315	7.96613051974092	2.87446853933388	0.347890396543263	0.422727234655756	0.329429395316935	0.422727234655756
JU311	Core	87	0.00579922676976403	0.0217593206846225	0.125531460666116	15002	14915	0.994200773230236	7.96613051974092	2.87446853933388	0.347890396543263	0.0461973973615158	0.345872901242686	0.0461973973615158
JU311	Private	6	0.0666666666666667	0.0217593206846225	0.125531460666116	90	84	0.933333333333333	7.96613051974092	2.87446853933388	0.347890396543263	0.531075367982728	0.324697703440379	0.531075367982728
JU3128	Core	69	0.00459969335377641	0.0131427559961058	0.0729854238621296	15001	14932	0.995400306646224	13.7013659314908	2.92701457613787	0.34164503591898	0.0630220818127369	0.340073573517912	0.0630220818127369
JU3128	Accessory	225	0.0299241920468147	0.0131427559961058	0.0729854238621296	7519	7294	0.970075807953185	13.7013659314908	2.92701457613787	0.34164503591898	0.410002305437616	0.331421584252299	0.410002305437616
JU3128	Private	3	0.0384615384615385	0.0131427559961058	0.0729854238621296	78	75	0.961538461538462	13.7013659314908	2.92701457613787	0.34164503591898	0.526975612749647	0.328504842229788	0.526975612749647
JU3166	Accessory	887	0.120352781546811	0.0525215689762519	0.394090308380825	7370	6483	0.879647218453189	2.53748945034614	2.60590969161917	0.383743152426227	0.305393913494847	0.337558596632189	0.305393913494847
JU3166	Core	263	0.0175391797265755	0.0525215689762519	0.394090308380825	14995	14732	0.982460820273425	2.53748945034614	2.60590969161917	0.383743152426227	0.0445054835239103	0.377012612306981	0.0445054835239103
JU3166	Private	31	0.256198347107438	0.0525215689762519	0.394090308380825	121	90	0.743801652892562	2.53748945034614	2.60590969161917	0.383743152426227	0.650100602981242	0.28542879106083	0.650100602981242
JU3226	Core	992	0.0662880053458069	0.114041994750656	0.445936874375549	14965	13973	0.933711994654193	2.24246985943989	2.55406312562445	0.39153300087503	0.148648854030362	0.365579059219966	0.148648854030362
JU3226	Accessory	1593	0.205045694426567	0.114041994750656	0.445936874375549	7769	6176	0.794954305573433	2.24246985943989	2.55406312562445	0.39153300087503	0.459808789559498	0.311250844819692	0.459808789559498
JU3226	Private	22	0.174603174603175	0.114041994750656	0.445936874375549	126	104	0.825396825396825	2.24246985943989	2.55406312562445	0.39153300087503	0.391542356410139	0.323170095960342	0.391542356410139
JU3282	Accessory	580	0.076668869795109	0.0323777552012015	0.180996797723037	7565	6985	0.923331130204891	5.52495962680074	2.81900320227696	0.354735318921341	0.42359241025042	0.327538162943234	0.42359241025042
JU3282	Core	146	0.00973333333333333	0.0323777552012015	0.180996797723037	15000	14854	0.990266666666667	5.52495962680074	2.81900320227696	0.354735318921341	0.0537762737008606	0.351282561817173	0.0537762737008606
JU3282	Private	7	0.0945945945945946	0.0323777552012015	0.180996797723037	74	67	0.905405405405405	5.52495962680074	2.81900320227696	0.354735318921341	0.522631316048719	0.321179275239592	0.522631316048719
JU346	Accessory	180	0.0243638332430969	0.0118613949355842	0.0488923864341585	7388	7208	0.975636166756903	20.4530822267524	2.95110761356584	0.338855823285852	0.498315484679946	0.330599996513863	0.498315484679946
JU346	Core	85	0.00566062866275972	0.0118613949355842	0.0488923864341585	15016	14931	0.99433937133724	20.4530822267524	2.95110761356584	0.338855823285852	0.115777303494536	0.336937686300017	0.115777303494536
JU346	Private	2	0.0188679245283019	0.0118613949355842	0.0488923864341585	106	104	0.981132075471698	20.4530822267524	2.95110761356584	0.338855823285852	0.385907211825518	0.332462317186119	0.385907211825518
JU394	Accessory	93	0.0123768964599414	0.00967998585572843	0.0550471009968928	7514	7421	0.987623103540059	18.166260927282	2.94495289900311	0.339564004686971	0.224841930561249	0.335361256159437	0.224841930561249
JU394	Core	123	0.00818744591626173	0.00967998585572843	0.0550471009968928	15023	14900	0.991812554083738	18.166260927282	2.94495289900311	0.339564004686971	0.14873527884282	0.336783842763487	0.14873527884282
JU394	Private	3	0.0344827586206897	0.00967998585572843	0.0550471009968928	87	84	0.96551724137931	18.166260927282	2.94495289900311	0.339564004686971	0.626422790595931	0.327854901077075	0.626422790595931
JU440	Accessory	120	0.0159957344708078	0.00762309976510216	0.0538111598914708	7502	7382	0.984004265529192	18.5835057638017	2.94618884010853	0.339421555871199	0.297256823734497	0.333992258789815	0.297256823734497
JU440	Core	50	0.00333266679997334	0.00762309976510216	0.0538111598914708	15003	14953	0.996667333200027	18.5835057638017	2.94618884010853	0.339421555871199	0.061932632686135	0.338290376920752	0.061932632686135
JU440	Private	2	0.0344827586206897	0.00762309976510216	0.0538111598914708	58	56	0.96551724137931	18.5835057638017	2.94618884010853	0.339421555871199	0.640810543579368	0.327717364289433	0.640810543579368
JU775	Accessory	761	0.101493731661776	0.0518377637224114	0.178047316400663	7498	6737	0.898506268338224	5.61648454026502	2.82195268359934	0.354364552535489	0.570037974812173	0.318398771730006	0.570037974812173
JU775	Core	406	0.0270486342438374	0.0518377637224114	0.178047316400663	15010	14604	0.972951365756163	5.61648454026502	2.82195268359934	0.354364552535489	0.151918236065796	0.344779475364975	0.151918236065796
JU775	Private	5	0.0495049504950495	0.0518377637224114	0.178047316400663	101	96	0.95049504950495	5.61648454026502	2.82195268359934	0.354364552535489	0.27804378912203	0.336821752905019	0.27804378912203
JU782	Accessory	950	0.12491781722551	0.060427995088581	0.219399141353674	7605	6655	0.87508218277449	4.55790297915519	2.78060085864633	0.359634500180234	0.569363291281713	0.314709743418732	0.569363291281713
JU782	Private	9	0.0666666666666667	0.060427995088581	0.219399141353674	135	126	0.933333333333333	4.55790297915519	2.78060085864633	0.359634500180234	0.303860198610346	0.335658866834885	0.303860198610346
JU782	Core	419	0.0278146574614976	0.060427995088581	0.219399141353674	15064	14645	0.972185342538502	4.55790297915519	2.78060085864633	0.359634500180234	0.126776510107941	0.349631389746384	0.126776510107941
LKC34	Accessory	393	0.0524279615795091	0.0229305002213369	0.0909157137350813	7496	7103	0.947572038420491	10.999198696431	2.90908428626492	0.343750782581806	0.576665566661871	0.325728629759681	0.576665566661871
LKC34	Core	123	0.00818472185254192	0.0229305002213369	0.0909157137350813	15028	14905	0.991815278147458	10.999198696431	2.90908428626492	0.343750782581806	0.0900253819311294	0.34093727803978	0.0900253819311294
LKC34	Private	2	0.0303030303030303	0.0229305002213369	0.0909157137350813	66	64	0.96969696969697	10.999198696431	2.90908428626492	0.343750782581806	0.333309051407	0.333334092200539	0.333309051407
MY1	Core	196	0.0130692805227712	0.0317446242518289	0.109671617617051	14997	14801	0.986930719477229	9.11812939143268	2.89032838238295	0.345981448369387	0.119167390859559	0.341459719764973	0.119167390859559
MY1	Accessory	518	0.0692050768203073	0.0317446242518289	0.109671617617051	7485	6967	0.930794923179693	9.11812939143268	2.89032838238295	0.345981448369387	0.6310208449916	0.322037775656582	0.6310208449916
MY1	Private	2	0.0273972602739726	0.0317446242518289	0.109671617617051	73	71	0.972602739726027	9.11812939143268	2.89032838238295	0.345981448369387	0.249811764148841	0.336502504578445	0.249811764148841
MY10	Accessory	776	0.104161073825503	0.0471484911596579	0.209753202885765	7450	6674	0.895838926174497	4.76750765300406	2.79024679711423	0.358391236586754	0.496588716608209	0.321060820534228	0.496588716608209
MY10	Core	280	0.0186356073211314	0.0471484911596579	0.209753202885765	15025	14745	0.981364392678869	4.76750765300406	2.79024679711423	0.358391236586754	0.0888454005218727	0.351712398234388	0.0888454005218727
MY10	Private	8	0.0869565217391304	0.0471484911596579	0.209753202885765	92	84	0.91304347826087	4.76750765300406	2.79024679711423	0.358391236586754	0.414565882869919	0.327226781231384	0.414565882869919
MY16	Accessory	767	0.102649892933619	0.0473220998628986	0.231103367730829	7472	6705	0.897350107066381	4.32706805538516	2.76889663226917	0.36115468824146	0.444173072601769	0.324082198160999	0.444173072601769
MY16	Core	291	0.0193625657063012	0.0473220998628986	0.231103367730829	15029	14738	0.980637434293699	4.32706805538516	2.76889663226917	0.36115468824146	0.0837831395380319	0.354161806860246	0.0837831395380319
MY16	Private	12	0.109090909090909	0.0473220998628986	0.231103367730829	110	98	0.890909090909091	4.32706805538516	2.76889663226917	0.36115468824146	0.472043787860199	0.321755994978755	0.472043787860199
MY2147	Accessory	260	0.0347547119369068	0.0162353461623535	0.0881156549123767	7481	7221	0.965245288063093	11.3487211891509	2.91188434508762	0.343420232911039	0.394421535781211	0.33148476164291	0.394421535781211
MY2147	Core	103	0.00684931506849315	0.0162353461623535	0.0881156549123767	15038	14935	0.993150684931507	11.3487211891509	2.91188434508762	0.343420232911039	0.0777309670489789	0.341068039534936	0.0777309670489789
MY2147	Private	4	0.0465116279069767	0.0162353461623535	0.0881156549123767	86	82	0.953488372093023	11.3487211891509	2.91188434508762	0.343420232911039	0.52784749716981	0.327447198822154	0.52784749716981
MY2212	Accessory	418	0.0557184750733138	0.0222182880410729	0.087495106315778	7502	7084	0.944281524926686	11.4292106394032	2.91250489368422	0.343347062581252	0.636818188119238	0.324216287833323	0.636818188119238
MY2212	Core	82	0.00546084176877997	0.0222182880410729	0.087495106315778	15016	14934	0.99453915823122	11.4292106394032	2.91250489368422	0.343347062581252	0.0624131108438372	0.341472098600721	0.0624131108438372
MY2212	Private	2	0.0263157894736842	0.0222182880410729	0.087495106315778	76	74	0.973684210526316	11.4292106394032	2.91250489368422	0.343347062581252	0.300768701036925	0.334311613565956	0.300768701036925
MY23	Core	371	0.0247152088468456	0.0592227020357804	0.305639646429914	15011	14640	0.975284791153154	3.2718268447196	2.69436035357009	0.371145603695875	0.080863883777961	0.361972662587943	0.080863883777961
MY23	Accessory	958	0.126285262325336	0.0592227020357804	0.305639646429914	7586	6628	0.873714737674664	3.2718268447196	2.69436035357009	0.371145603695875	0.413183511368492	0.324275383772246	0.413183511368492
MY23	Private	15	0.154639175257732	0.0592227020357804	0.305639646429914	97	82	0.845360824742268	3.2718268447196	2.69436035357009	0.371145603695875	0.505952604853547	0.313751953639812	0.505952604853547
MY2693	Core	142	0.00944651410324641	0.0295118179810029	0.125694109938238	15032	14890	0.990553485896754	7.95582227752254	2.87430589006176	0.347910082729056	0.0751547873475387	0.344623545225894	0.0751547873475387
MY2693	Accessory	523	0.0693725958349914	0.0295118179810029	0.125694109938238	7539	7016	0.930627404165009	7.95582227752254	2.87430589006176	0.347910082729056	0.551916043393592	0.323774657172975	0.551916043393592
MY2693	Private	3	0.046875	0.0295118179810029	0.125694109938238	64	61	0.953125	7.95582227752254	2.87430589006176	0.347910082729056	0.372929169258869	0.331601797601131	0.372929169258869
NIC1	Accessory	435	0.0588076247127214	0.0258190883190883	0.100084448247609	7397	6962	0.941192375287279	9.99156230072823	2.89991555175239	0.344837627908064	0.587580046075001	0.324558546099222	0.587580046075001
NIC1	Core	143	0.00953079178885631	0.0258190883190883	0.100084448247609	15004	14861	0.990469208211144	9.99156230072823	2.89991555175239	0.344837627908064	0.0952274999336268	0.34155105227551	0.0952274999336268
NIC1	Private	2	0.0317460317460317	0.0258190883190883	0.100084448247609	63	61	0.968253968253968	9.99156230072823	2.89991555175239	0.344837627908064	0.317192453991372	0.333890401625269	0.317192453991372
NIC1119	Accessory	652	0.0891928864569083	0.0399072546484149	0.154063310150861	7310	6658	0.910807113543092	6.49083807832496	2.84593668984914	0.35137816085888	0.578936583730216	0.320037728453957	0.578936583730216
NIC1119	Core	238	0.0158508158508159	0.0399072546484149	0.154063310150861	15015	14777	0.984149184149184	6.49083807832496	2.84593668984914	0.35137816085888	0.102885079096992	0.345808530337108	0.102885079096992
NIC1119	Private	5	0.0490196078431373	0.0399072546484149	0.154063310150861	102	97	0.950980392156863	6.49083807832496	2.84593668984914	0.35137816085888	0.318178337172792	0.334153741208935	0.318178337172792
NIC1775	Accessory	302	0.0397996837111228	0.0195646426368203	0.0492392901725999	7588	7286	0.960200316288877	20.308984887773	2.9507607098274	0.338895660590009	0.808291175027337	0.325407720487454	0.808291175027337
NIC1775	Core	142	0.0094396064614771	0.0195646426368203	0.0492392901725999	15043	14901	0.990560393538523	20.308984887773	2.9507607098274	0.338895660590009	0.191708824972662	0.335696618922537	0.191708824972662
NIC1775	Private	0	0	0.0195646426368203	0.0492392901725999	63	63	1	20.308984887773	2.9507607098274	0.338895660590009	0	0.338895660590009	0
NIC1790	Accessory	961	0.128665149283706	0.0575405621065697	0.205746489066739	7469	6508	0.871334850716294	4.86035025207951	2.79425351093326	0.357877335069003	0.625357690754908	0.311830994327095	0.625357690754908
NIC1790	Core	332	0.0221362848379784	0.0575405621065697	0.205746489066739	14998	14666	0.977863715162022	4.86035025207951	2.79425351093326	0.357877335069003	0.107590097592372	0.349955260442859	0.107590097592372
NIC1790	Private	5	0.0549450549450549	0.0575405621065697	0.205746489066739	91	86	0.945054945054945	4.86035025207951	2.79425351093326	0.357877335069003	0.26705221165272	0.338213745230047	0.26705221165272
NIC1792	Core	301	0.0200359448845104	0.0462088445582134	0.16513536922101	15023	14722	0.97996405511549	6.05563789706154	2.83486463077899	0.352750529652349	0.121330427146078	0.345682839482253	0.121330427146078
NIC1792	Accessory	740	0.098587796429523	0.0462088445582134	0.16513536922101	7506	6766	0.901412203570477	6.05563789706154	2.83486463077899	0.352750529652349	0.597011996246409	0.317973632244577	0.597011996246409
NIC1792	Private	6	0.0465116279069767	0.0462088445582134	0.16513536922101	129	123	0.953488372093023	6.05563789706154	2.83486463077899	0.352750529652349	0.281657576607514	0.33634352827317	0.281657576607514
NIC1810	Accessory	888	0.118939190999196	0.0527667109340416	0.200671584294261	7466	6578	0.881060809000804	4.98326658214658	2.79932841570574	0.357228538955794	0.592705695813844	0.314740065530567	0.592705695813844
NIC1810	Core	297	0.0197854906401972	0.0527667109340416	0.200671584294261	15011	14714	0.980214509359803	4.98326658214658	2.79932841570574	0.357228538955794	0.0985963743186686	0.350160597041873	0.0985963743186686
NIC1810	Private	7	0.0619469026548673	0.0527667109340416	0.200671584294261	113	106	0.938053097345133	4.98326658214658	2.79932841570574	0.357228538955794	0.308697929867487	0.335099337427559	0.308697929867487
NIC195	Core	409	0.0272194862238786	0.0666577907957218	0.294660759272628	15026	14617	0.972780513776121	3.39373319497481	2.70533924072737	0.36963940970713	0.0923756739481364	0.359578014886804	0.0923756739481364
NIC195	Accessory	1080	0.145945945945946	0.0666577907957218	0.294660759272628	7400	6320	0.854054054054054	3.39373319497481	2.70533924072737	0.36963940970713	0.495301601428756	0.315692036398522	0.495301601428756
NIC195	Private	13	0.121495327102804	0.0666577907957218	0.294660759272628	107	94	0.878504672897196	3.39373319497481	2.70533924072737	0.36963940970713	0.412322724623108	0.324729948714675	0.412322724623108
NIC199	Accessory	936	0.123076923076923	0.0573164289487586	0.24954101863275	7605	6669	0.876923076923077	4.00735720916369	2.75045898136725	0.363575682013226	0.493213194973992	0.318827905765444	0.493213194973992
NIC199	Core	355	0.0236603572380698	0.0573164289487586	0.24954101863275	15004	14649	0.97633964276193	4.00735720916369	2.75045898136725	0.363575682013226	0.0948155031493674	0.354973351493718	0.0948155031493674
NIC199	Private	11	0.102803738317757	0.0573164289487586	0.24954101863275	107	96	0.897196261682243	4.00735720916369	2.75045898136725	0.363575682013226	0.411971301876641	0.326198742740838	0.411971301876641
NIC2	Core	19	0.00126616020258563	0.00357837073687931	0.0223294342779079	15006	14987	0.998733839797414	44.7839379875992	2.97767056572209	0.335832986869552	0.056703639994961	0.335407768506863	0.056703639994961
NIC2	Accessory	61	0.00807626108830928	0.00357837073687931	0.0223294342779079	7553	7492	0.991923738911691	44.7839379875992	2.97767056572209	0.335832986869552	0.361686775750504	0.333120711985527	0.361686775750504
NIC2	Private	1	0.012987012987013	0.00357837073687931	0.0223294342779079	77	76	0.987012987012987	44.7839379875992	2.97767056572209	0.335832986869552	0.581609584254535	0.33147151950761	0.581609584254535
NIC259	Core	114	0.00759341903683474	0.0234689810919718	0.106763052232688	15013	14899	0.992406580963165	9.3665362603208	2.89323694776731	0.345633633903263	0.0711240347483229	0.343009092887811	0.0711240347483229
NIC259	Accessory	413	0.0550519861370301	0.0234689810919718	0.106763052232688	7502	7089	0.94494801386297	9.3665362603208	2.89323694776731	0.345633633903263	0.515646424355171	0.326605815881129	0.515646424355171
NIC259	Private	3	0.0441176470588235	0.0234689810919718	0.106763052232688	68	65	0.955882352941177	9.3665362603208	2.89323694776731	0.345633633903263	0.413229540896506	0.33038509123106	0.413229540896506
NIC526	Core	144	0.0095827510481134	0.0241775663892192	0.11564455249453	15027	14883	0.990417248951887	8.64718638646899	2.88435544750547	0.346697908146116	0.0828638344081676	0.34337558840345	0.0828638344081676
NIC526	Accessory	401	0.0527284681130835	0.0241775663892192	0.11564455249453	7605	7204	0.947271531886916	8.64718638646899	2.88435544750547	0.346697908146116	0.45595289164682	0.328417058551561	0.45595289164682
NIC526	Private	4	0.0533333333333333	0.0241775663892192	0.11564455249453	75	71	0.946666666666667	8.64718638646899	2.88435544750547	0.346697908146116	0.461183273945013	0.32820735304499	0.461183273945013
PX179	Accessory	189	0.0252978182304912	0.0113122171945701	0.0296916668424345	7471	7282	0.974702181769509	33.6794833818769	2.97030833315757	0.336665385487761	0.852017448691573	0.328148485761193	0.852017448691573
PX179	Core	66	0.00439384861194328	0.0113122171945701	0.0296916668424345	15021	14955	0.995606151388057	33.6794833818769	2.97030833315757	0.336665385487761	0.147982551308427	0.335186128751046	0.147982551308427
PX179	Private	0	0	0.0113122171945701	0.0296916668424345	50	50	1	33.6794833818769	2.97030833315757	0.336665385487761	0	0.336665385487761	0
QG4018	Accessory	237	0.0314240254574383	0.0172900494001411	0.0417319326197713	7542	7305	0.968575974542562	23.9624656042465	2.95826806738023	0.338035626665022	0.752997129170832	0.327413186527179	0.752997129170832
QG4018	Core	155	0.0103079071623329	0.0172900494001411	0.0417319326197713	15037	14882	0.989692092837667	23.9624656042465	2.95826806738023	0.338035626665022	0.247002870829168	0.334551186807798	0.247002870829168
QG4018	Private	0	0	0.0172900494001411	0.0417319326197713	93	93	1	23.9624656042465	2.95826806738023	0.338035626665022	0	0.338035626665022	0
QG4021	Core	170	0.0113220113220113	0.0287926661029772	0.187271035183183	15015	14845	0.988677988677989	5.33985407311831	2.81272896481682	0.355526612236215	0.0604578882737338	0.351501335907201	0.0604578882737338
QG4021	Accessory	468	0.0634490238611714	0.0287926661029772	0.187271035183183	7376	6908	0.936550976138829	5.33985407311831	2.81272896481682	0.355526612236215	0.338808528500457	0.332968795733158	0.338808528500457
QG4021	Private	9	0.1125	0.0287926661029772	0.187271035183183	80	71	0.8875	5.33985407311831	2.81272896481682	0.355526612236215	0.60073358322581	0.315529868359641	0.60073358322581
QX1791	Accessory	1107	0.143579766536965	0.0721496307302364	0.380696762008973	7710	6603	0.856420233463035	2.62676255695715	2.61930323799103	0.381780920015579	0.377149954675949	0.326964904651475	0.377149954675949
QX1791	Core	507	0.0338202921753052	0.0721496307302364	0.380696762008973	14991	14484	0.966179707824695	2.62676255695715	2.61930323799103	0.381780920015579	0.0888378771514426	0.368868977753696	0.0888378771514426
QX1791	Private	37	0.203296703296703	0.0721496307302364	0.380696762008973	182	145	0.796703296703297	2.62676255695715	2.61930323799103	0.381780920015579	0.534012168172608	0.30416611759483	0.534012168172608
QX1794	Accessory	910	0.119156736938588	0.0573511329703144	0.286017158990546	7637	6727	0.880843263061412	3.49629373122	2.71398284100945	0.368462167442464	0.416606952391018	0.3245574178847	0.416606952391018
QX1794	Core	381	0.0253509880896933	0.0573511329703144	0.286017158990546	15029	14648	0.974649011910307	3.49629373122	2.71398284100945	0.368462167442464	0.0886345007382275	0.359121287424128	0.0886345007382275
QX1794	Private	15	0.141509433962264	0.0573511329703144	0.286017158990546	106	91	0.858490566037736	3.49629373122	2.71398284100945	0.368462167442464	0.494758546870755	0.316321294691172	0.494758546870755
RC301	Core	141	0.00939248601119105	0.0304147056211704	0.17257454844097	15012	14871	0.990607513988809	5.79459722788761	2.82742545155903	0.353678644099566	0.0544256734034208	0.350356722382404	0.0544256734034208
RC301	Accessory	538	0.0722729715206878	0.0304147056211704	0.17257454844097	7444	6906	0.927727028479312	5.79459722788761	2.82742545155903	0.353678644099566	0.418792760424978	0.328117237527082	0.418792760424978
RC301	Private	6	0.0909090909090909	0.0304147056211704	0.17257454844097	66	60	0.909090909090909	5.79459722788761	2.82742545155903	0.353678644099566	0.526781566171601	0.321526040090514	0.526781566171601
TWN2530	Accessory	618	0.0822027134876297	0.033572186836518	0.136842562456552	7518	6900	0.91779728651237	7.30766789256451	2.86315743754345	0.34926476165348	0.600710130035231	0.320554250519953	0.600710130035231
TWN2530	Core	138	0.009185303514377	0.033572186836518	0.136842562456552	15024	14886	0.990814696485623	7.30766789256451	2.86315743754345	0.34926476165348	0.0671231475754728	0.346056658810816	0.0671231475754728
TWN2530	Private	3	0.0454545454545455	0.033572186836518	0.136842562456552	66	63	0.954545454545455	7.30766789256451	2.86315743754345	0.34926476165348	0.332166722389296	0.333389090669231	0.332166722389296
WN2001	Accessory	886	0.118734923612972	0.0503609868450193	0.18454706629532	7462	6576	0.881265076387028	5.4186718872017	2.81545293370468	0.355182637943857	0.643385592610654	0.313010054558939	0.643385592610654
WN2001	Core	247	0.0164294266329653	0.0503609868450193	0.18454706629532	15034	14787	0.983570573367035	5.4186718872017	2.81545293370468	0.355182637943857	0.0890256722188918	0.349347190852456	0.0890256722188918
WN2001	Private	4	0.0493827160493827	0.0503609868450193	0.18454706629532	81	77	0.950617283950617	5.4186718872017	2.81545293370468	0.355182637943857	0.267588735170454	0.337642754588605	0.267588735170454
WN2082	Accessory	124	0.0164915547280223	0.009166186954789	0.0220300573304513	7519	7395	0.983508445271978	45.392528262636	2.97796994266955	0.335799225395663	0.748593364086562	0.330261374092422	0.748593364086562
WN2082	Core	83	0.00553850260242893	0.009166186954789	0.0220300573304513	14986	14903	0.994461497397571	45.392528262636	2.97796994266955	0.335799225395663	0.251406635913438	0.333939400511915	0.251406635913438
WN2082	Private	0	0	0.009166186954789	0.0220300573304513	78	78	1	45.392528262636	2.97796994266955	0.335799225395663	0	0.335799225395663	0
WN2117	Accessory	402	0.0543831168831169	0.0272791896214679	0.139515786236116	7392	6990	0.945616883116883	7.16764766897133	2.86048421376388	0.34959116193974	0.389799020958668	0.330579304918666	0.389799020958668
WN2117	Core	206	0.0137040979244279	0.0272791896214679	0.139515786236116	15032	14826	0.986295902075572	7.16764766897133	2.86048421376388	0.34959116193974	0.0982261455433803	0.344800330423003	0.0982261455433803
WN2117	Private	6	0.0714285714285714	0.0272791896214679	0.139515786236116	84	78	0.928571428571429	7.16764766897133	2.86048421376388	0.34959116193974	0.511974833497952	0.32462036465833	0.511974833497952
XZ1513	Accessory	793	0.105102717031146	0.0534270184276813	0.182531974906213	7545	6752	0.894897282968854	5.47849219575809	2.81746802509379	0.354928606498281	0.575804415008106	0.317624645603233	0.575804415008106
XZ1513	Core	411	0.0274292578750667	0.0534270184276813	0.182531974906213	14984	14573	0.972570742124933	5.47849219575809	2.81746802509379	0.354928606498281	0.150270975203989	0.345193178223401	0.150270975203989
XZ1513	Private	5	0.05	0.0534270184276813	0.182531974906213	100	95	0.95	5.47849219575809	2.81746802509379	0.354928606498281	0.273924609787904	0.337182176173366	0.273924609787904
XZ1515	Accessory	787	0.102889266570794	0.0508474576271186	0.15349321176675	7649	6862	0.897110733429206	6.51494609103373	2.84650678823325	0.35130778684026	0.670318025054719	0.315161986311657	0.670318025054719
XZ1515	Core	368	0.0245169886742172	0.0508474576271186	0.15349321176675	15010	14642	0.975483011325783	6.51494609103373	2.84650678823325	0.35130778684026	0.15972685952701	0.342694777809133	0.15972685952701
XZ1515	Private	3	0.0260869565217391	0.0508474576271186	0.15349321176675	115	112	0.973913043478261	6.51494609103373	2.84650678823325	0.35130778684026	0.169955115418271	0.34214323587921	0.169955115418271
XZ1516	Core	1732	0.115412807356567	0.186456158663883	0.728709566608778	15007	13275	0.884587192643433	1.3722888319605	2.27129043339122	0.4402783480697	0.158379706600625	0.389464587900664	0.158379706600625
XZ1516	Accessory	2465	0.321088967044418	0.186456158663883	0.728709566608778	7677	5212	0.678911032955582	1.3722888319605	2.27129043339122	0.4402783480697	0.440626803540788	0.298909828075977	0.440626803540788
XZ1516	Private	90	0.292207792207792	0.186456158663883	0.728709566608778	308	218	0.707792207792208	1.3722888319605	2.27129043339122	0.4402783480697	0.400993489858587	0.311625584023359	0.400993489858587
